num_models,fold,doc_offset,model_span,model_ent_type,error_type,corpus_span,corpus_ent_type,correct_span,correct_ent_type,notes,time_started,time_stopped,time_elapsed
2,dev,16,"[186, 190): 'Park'",LOC,,,,,,,,,
2,dev,16,"[625, 636): 'Tiger Woods'",ORG,,,,,,,,,
2,dev,16,"[134, 148): 'Milwaukee Open'",MISC,,,,,,,,,
2,dev,17,"[336, 345): 'Bob Estes'",ORG,,,,,,,,,
2,dev,17,"[256, 261): 'Tiger'",ORG,,,,,,,,,
2,dev,17,"[1383, 1392): 'BellSouth'",ORG,,,,,,,,,
2,dev,17,"[1393, 1400): 'Classic'",MISC,,,,,,,,,
2,dev,17,"[1402, 1407): 'Estes'",LOC,,,,,,,,,
2,dev,17,"[1838, 1850): 'World Series'",MISC,,,,,,,,,
2,dev,17,"[1854, 1858): 'Golf'",MISC,,,,,,,,,
2,dev,17,"[2080, 2092): 'World Series'",MISC,,,,,,,,,
2,dev,17,"[2096, 2100): 'Golf'",MISC,,,,,,,,,
2,dev,17,"[256, 267): 'Tiger Woods'",ORG,,,,,,,,,
2,dev,17,"[1383, 1400): 'BellSouth Classic'",ORG,,,,,,,,,
2,dev,17,"[495, 515): 'Amateur Championship'",MISC,,,,,,,,,
2,dev,17,"[412, 417): 'Woods'",ORG,,,,,,,,,
2,dev,17,"[1711, 1716): 'Woods'",ORG,,,,,,,,,
2,dev,17,"[209, 226): 'Greater Milwaukee'",ORG,,,,,,,,,
2,dev,18,"[118, 134): 'Deportivo Coruna'",PER,,,,,,,,,
2,dev,18,"[118, 127): 'Deportivo'",ORG,,,,,,,,,
2,dev,19,"[815, 822): 'Atlanta'",LOC,,,,,,,,,
2,dev,19,"[823, 828): 'Games'",MISC,,,,,,,,,
2,dev,19,"[1063, 1069): 'Golden'",MISC,,,,,,,,,
2,dev,20,"[2648, 2653): 'Halle'",LOC,,,,,,,,,
2,dev,21,"[34, 39): 'LIEGE'",LOC,,,,,,,,,
2,dev,21,"[186, 195): 'Intertoto'",LOC,,,,,,,,,
2,dev,21,"[588, 594): 'Didier'",PER,,,,,,,,,
2,dev,21,"[595, 600): 'Ernst'",ORG,,,,,,,,,
2,dev,22,"[213, 231): 'Solidarity Meeting'",LOC,,,,,,,,,
2,dev,22,"[826, 847): 'IAAF Grand Prix Final'",ORG,,,,,,,,,
2,dev,22,"[22, 30): 'HARRISON'",LOC,,,,,,,,,
2,dev,22,"[213, 231): 'Solidarity Meeting'",PER,,,,,,,,,
2,dev,23,"[38, 42): 'NICE'",LOC,,,,,,,,,
2,dev,23,"[44, 48): 'NICE'",ORG,,,,,,,,,
2,dev,24,"[383, 388): 'Milan'",LOC,,,,,,,,,
2,dev,24,"[758, 780): 'Bergamo-based Atalanta'",ORG,,,,,,,,,
2,dev,26,"[1153, 1157): 'Vaas'",LOC,,,,,,,,,
2,dev,26,"[1201, 1204): 'Law'",ORG,,,,,,,,,
2,dev,26,"[1381, 1386): 'India'",ORG,,,,,,,,,
2,dev,28,"[195, 214): 'Singer world series'",MISC,,,,,,,,,
2,dev,29,"[606, 614): 'Bistrita'",ORG,,,,,,,,,
2,dev,31,"[159, 166): 'Bank of'",ORG,,,,,,,,,
2,dev,31,"[167, 173): 'Canada'",LOC,,,,,,,,,
2,dev,32,"[11, 24): 'Jones Medical'",PER,,,,,,,,,
2,dev,32,"[48, 57): 'ST. LOUIS'",ORG,,,,,,,,,
2,dev,32,"[83, 97): 'Industries Inc'",ORG,,,,,,,,,
2,dev,32,"[386, 393): 'Levoxyl'",LOC,,,,,,,,,
2,dev,32,"[48, 51): 'ST.'",ORG,,,,,,,,,
2,dev,32,"[173, 176): 'St.'",ORG,,,,,,,,,
2,dev,32,"[177, 187): 'Petersburg'",LOC,,,,,,,,,
2,dev,32,"[225, 230): 'Jones'",MISC,,,,,,,,,
2,dev,33,"[11, 16): 'NYMEX'",ORG,,,,,,,,,
2,dev,34,"[1342, 1349): 'T-bonds'",MISC,,,,,,,,,
2,dev,34,"[343, 362): 'August Chicago NAPM'",ORG,,,,,,,,,
2,dev,34,"[2808, 2828): 'December Eurodollars'",PER,,,,,,,,,
2,dev,34,"[1912, 1919): 'Federal'",ORG,,,,,,,,,
2,dev,34,"[1925, 1941): 'Market Committee'",ORG,,,,,,,,,
2,dev,34,"[1920, 1924): 'Open'",MISC,,,,,,,,,
2,dev,34,"[2269, 2281): 'Jackson Hole'",LOC,,,,,,,,,
2,dev,35,"[11, 18): 'Douglas'",PER,,,,,,,,,
2,dev,35,"[363, 370): 'Douglas'",PER,,,,,,,,,
2,dev,35,"[373, 380): 'Lomason'",PER,,,,,,,,,
2,dev,35,"[577, 582): 'Magna'",PER,,,,,,,,,
2,dev,35,"[1098, 1105): 'Lomason'",PER,,,,,,,,,
2,dev,35,"[1232, 1239): 'Douglas'",PER,,,,,,,,,
2,dev,35,"[1792, 1794): 'Co'",ORG,,,,,,,,,
2,dev,35,"[2005, 2009): 'Lear'",PER,,,,,,,,,
2,dev,35,"[52, 62): 'FARMINGTON'",ORG,,,,,,,,,
2,dev,35,"[577, 582): 'Magna'",LOC,,,,,,,,,
2,dev,35,"[19, 28): '& Lomason'",ORG,,,,,,,,,
2,dev,35,"[1956, 1964): 'interior'",ORG,,,,,,,,,
2,dev,35,"[703, 738): 'Family-controlled Douglas & Lomason'",ORG,,,,,,,,,
2,dev,38,"[887, 892): 'PIBOR'",MISC,,,,,,,,,
2,dev,38,"[1331, 1337): 'UNITED'",LOC,,,,,,,,,
2,dev,38,"[2609, 2663): 'Kansai Electric Power and Kansai International Airport'",ORG,,,,,,,,,
2,dev,38,"[2202, 2211): 'EUROBONDS'",ORG,,,,,,,,,
2,dev,38,"[2609, 2630): 'Kansai Electric Power'",PER,,,,,,,,,
2,dev,38,"[2296, 2311): 'U.S. Labour Day'",ORG,,,,,,,,,
2,dev,38,"[1583, 1596): 'Chicago Board'",ORG,,,,,,,,,
2,dev,38,"[1094, 1098): 'Bond'",PER,,,,,,,,,
2,dev,38,"[1171, 1181): 'Treasuries'",LOC,,,,,,,,,
2,dev,38,"[1725, 1730): 'JAPAN'",ORG,,,,,,,,,
2,dev,38,"[1929, 1934): 'Bonds'",ORG,,,,,,,,,
2,dev,38,"[384, 391): 'Futures'",ORG,,,,,,,,,
2,dev,38,"[2635, 2655): 'Kansai International'",ORG,,,,,,,,,
2,dev,38,"[1331, 1344): 'UNITED STATES'",ORG,,,,,,,,,
2,dev,38,"[1094, 1098): 'Bond'",ORG,,,,,,,,,
2,dev,38,"[2625, 2630): 'Power'",ORG,,,,,,,,,
2,dev,38,"[1910, 1934): 'Japanese Goverment Bonds'",ORG,,,,,,,,,
2,dev,38,"[624, 635): 'Chicago PMI'",LOC,,,,,,,,,
2,dev,38,"[1919, 1934): 'Goverment Bonds'",ORG,,,,,,,,,
2,dev,39,"[1317, 1331): 'American Tyson'",ORG,,,,,,,,,
2,dev,40,"[19, 27): 'McCarthy'",ORG,,,,,,,,,
2,dev,40,"[476, 486): 'McLoughlin'",LOC,,,,,,,,,
2,dev,40,"[364, 371): 'Norwich'",ORG,,,,,,,,,
2,dev,40,"[372, 376): 'City'",LOC,,,,,,,,,
2,dev,41,"[310, 317): 'Nigeria'",LOC,,,,,,,,,
2,dev,41,"[508, 511): 'Uyo'",ORG,,,,,,,,,
2,dev,42,"[11, 15): 'East'",ORG,,,,,,,,,
2,dev,42,"[218, 234): 'South Africa Ltd'",LOC,,,,,,,,,
2,dev,42,"[203, 214): 'Gold Fields'",PER,,,,,,,,,
2,dev,42,"[476, 487): 'Driefontein'",PER,,,,,,,,,
2,dev,42,"[525, 539): 'Gold Mining Co'",ORG,,,,,,,,,
2,dev,42,"[488, 500): 'Consolidated'",ORG,,,,,,,,,
2,dev,43,"[116, 136): 'N'Djamena University'",LOC,,,,,,,,,
2,dev,43,"[116, 125): 'N'Djamena'",LOC,,,,,,,,,
2,dev,43,"[192, 201): 'Education'",ORG,,,,,,,,,
2,dev,44,"[1053, 1071): 'Russian Federation'",ORG,,,,,,,,,
2,dev,45,"[987, 993): 'Moscow'",ORG,,,,,,,,,
2,dev,46,"[11, 24): 'Ruling Moslem'",ORG,,,,,,,,,
2,dev,46,"[943, 955): 'Organisation'",ORG,,,,,,,,,
2,dev,47,"[940, 945): 'Kevic'",PER,,,,,,,,,
2,dev,47,"[389, 395): 'Tanjug'",PER,,,,,,,,,
2,dev,47,"[428, 454): 'Director Ljubomir Acimovic'",PER,,,,,,,,,
2,dev,47,"[760, 766): 'Tanjug'",PER,,,,,,,,,
2,dev,47,"[859, 925): 'Federal Air Traffic Control Administration Director Branko Bilbija'",ORG,,,,,,,,,
2,dev,48,"[1960, 1970): 'Lukashenko'",ORG,,,,,,,,,
2,dev,48,"[1310, 1316): 'Soviet'",LOC,,,,,,,,,
2,dev,48,"[1317, 1322): 'Union'",ORG,,,,,,,,,
2,dev,48,"[1310, 1322): 'Soviet Union'",ORG,,,,,,,,,
2,dev,49,"[1288, 1295): 'Islamic'",LOC,,,,,,,,,
2,dev,49,"[11, 16): 'Tajik'",ORG,,,,,,,,,
2,dev,49,"[261, 266): 'Pamir'",MISC,,,,,,,,,
2,dev,49,"[781, 787): 'Layron'",ORG,,,,,,,,,
2,dev,49,"[1442, 1459): 'Nations-sponsored'",MISC,,,,,,,,,
2,dev,49,"[1435, 1441): 'United'",ORG,,,,,,,,,
2,dev,49,"[11, 16): 'Tajik'",PER,,,,,,,,,
2,dev,49,"[863, 869): 'Shells'",PER,,,,,,,,,
2,dev,49,"[11, 16): 'Tajik'",LOC,,,,,,,,,
2,dev,50,"[494, 510): 'Federal Republic'",LOC,,,,,,,,,
2,dev,50,"[576, 581): 'Poles'",PER,,,,,,,,,
2,dev,51,"[1016, 1024): 'Barvikha'",MISC,,,,,,,,,
2,dev,51,"[31, 36): 'Naina'",LOC,,,,,,,,,
2,dev,51,"[127, 132): 'Naina'",LOC,,,,,,,,,
2,dev,54,"[2240, 2246): 'Petofi'",MISC,,,,,,,,,
2,dev,54,"[274, 293): 'Depositary Receipts'",PER,,,,,,,,,
2,dev,54,"[165, 173): 'Budapest'",LOC,,,,,,,,,
2,dev,54,"[1996, 2002): 'Petofi'",LOC,,,,,,,,,
2,dev,54,"[2112, 2118): 'Petofi'",LOC,,,,,,,,,
2,dev,54,"[257, 293): 'Cofinec's Global Depositary Receipts'",ORG,,,,,,,,,
2,dev,55,"[87, 100): 'National Bank'",ORG,,,,,,,,,
2,dev,56,"[458, 472): 'Casa de Narino'",PER,,,,,,,,,
2,dev,56,"[466, 472): 'Narino'",LOC,,,,,,,,,
2,dev,58,"[735, 746): 'Hen Vipheak'",ORG,,,,,,,,,
2,dev,58,"[92, 113): 'King Norodom Sihanouk'",PER,,,,,,,,,
2,dev,58,"[220, 227): 'Vipheak'",PER,,,,,,,,,
2,dev,58,"[268, 271): 'New'",LOC,,,,,,,,,
2,dev,58,"[935, 939): 'Chan'",PER,,,,,,,,,
2,dev,58,"[261, 266): 'Thmei'",PER,,,,,,,,,
2,dev,58,"[250, 279): 'Sereipheap Thmei (New Liberty'",ORG,,,,,,,,,
2,dev,59,"[255, 270): 'Southeast Asian'",ORG,,,,,,,,,
2,dev,59,"[96, 100): 'East'",LOC,,,,,,,,,
2,dev,60,"[475, 484): 'Lockerbie'",ORG,,,,,,,,,
2,dev,60,"[1243, 1250): 'Libyans'",LOC,,,,,,,,,
2,dev,60,"[319, 325): 'United'",LOC,,,,,,,,,
2,dev,60,"[983, 1002): 'King Mohammed Idris'",PER,,,,,,,,,
2,dev,60,"[1480, 1495): 'Jebel al-Akhdar'",PER,,,,,,,,,
2,dev,60,"[1682, 1689): 'Gaddafi'",LOC,,,,,,,,,
2,dev,61,"[2609, 2632): 'Democrat Walter Mondale'",ORG,,,,,,,,,
2,dev,61,"[2398, 2406): 'American'",MISC,,,,,,,,,
2,dev,61,"[3878, 3888): 'Whitewater'",ORG,,,,,,,,,
2,dev,61,"[4830, 4853): 'American Stock Exchange'",MISC,,,,,,,,,
2,dev,61,"[3639, 3647): 'Geraghty'",LOC,,,,,,,,,
2,dev,62,"[11, 16): 'Brisk'",MISC,,,,,,,,,
2,dev,62,"[2769, 2776): 'Federal'",ORG,,,,,,,,,
2,dev,62,"[2782, 2798): 'Market Committee'",ORG,,,,,,,,,
2,dev,62,"[1430, 1440): 'Banks Inc.'",ORG,,,,,,,,,
2,dev,62,"[2777, 2781): 'Open'",MISC,,,,,,,,,
2,dev,62,"[3245, 3249): 'CNBC'",MISC,,,,,,,,,
2,dev,63,"[897, 905): 'Northern'",MISC,,,,,,,,,
2,dev,63,"[2064, 2086): 'Agriculture Department'",MISC,,,,,,,,,
2,dev,63,"[2722, 2732): 'California'",ORG,,,,,,,,,
2,dev,63,"[1950, 1960): 'Commission'",ORG,,,,,,,,,
2,dev,64,"[80, 113): 'Chicago Cardinal Joseph Bernardin'",PER,,,,,,,,,
2,dev,64,"[1342, 1352): 'Pancreatic'",MISC,,,,,,,,,
2,dev,64,"[2899, 2907): 'American'",MISC,,,,,,,,,
2,dev,64,"[2908, 2917): 'Catholics'",MISC,,,,,,,,,
2,dev,64,"[80, 87): 'Chicago'",ORG,,,,,,,,,
2,dev,64,"[2002, 2009): 'Chicago'",ORG,,,,,,,,,
2,dev,65,"[780, 791): 'Kansas City'",ORG,,,,,,,,,
2,dev,65,"[2558, 2565): 'Boatmen'",ORG,,,,,,,,,
2,dev,65,"[1226, 1236): 'Mercantile'",PER,,,,,,,,,
2,dev,65,"[566, 576): 'Mercantile'",PER,,,,,,,,,
2,dev,65,"[1359, 1417): 'Minneapolis-based First Bank System Inc. and Norwest Corp.'",ORG,,,,,,,,,
2,dev,65,"[1419, 1437): 'Ohio-based KeyCorp'",PER,,,,,,,,,
2,dev,65,"[467, 476): 'Edward D.'",PER,,,,,,,,,
2,dev,65,"[769, 776): 'Boatmen'",LOC,,,,,,,,,
2,dev,65,"[1882, 1889): 'Boatmen'",LOC,,,,,,,,,
2,dev,65,"[596, 607): 'Louis-based'",MISC,,,,,,,,,
2,dev,65,"[1419, 1437): 'Ohio-based KeyCorp'",ORG,,,,,,,,,
2,dev,65,"[2099, 2110): 'NationsBank'",PER,,,,,,,,,
2,dev,65,"[1499, 1514): 'Representatives'",ORG,,,,,,,,,
2,dev,65,"[988, 1008): 'Mercantile, Commerce'",ORG,,,,,,,,,
2,dev,65,"[988, 998): 'Mercantile'",PER,,,,,,,,,
2,dev,65,"[1135, 1140): 'Louis'",LOC,,,,,,,,,
2,dev,65,"[2225, 2232): 'Boatmen'",ORG,,,,,,,,,
2,dev,65,"[1476, 1485): 'NBD Corp.'",ORG,,,,,,,,,
2,dev,66,"[844, 853): 'Farrakhan'",LOC,,,,,,,,,
2,dev,66,"[1163, 1166): 'Pan'",LOC,,,,,,,,,
2,dev,66,"[879, 890): 'Million Man'",MISC,,,,,,,,,
2,dev,66,"[1163, 1169): 'Pan Am'",MISC,,,,,,,,,
2,dev,66,"[879, 890): 'Million Man'",PER,,,,,,,,,
2,dev,66,"[1186, 1195): 'Lockerbie'",PER,,,,,,,,,
2,dev,67,"[11, 15): 'U.S.'",LOC,,,,,,,,,
2,dev,67,"[115, 119): 'U.S.'",LOC,,,,,,,,,
2,dev,67,"[341, 354): 'Mediterranean'",PER,,,,,,,,,
2,dev,68,"[1191, 1211): 'Presidential Debates'",ORG,,,,,,,,,
2,dev,68,"[300, 304): 'Dole'",ORG,,,,,,,,,
2,dev,69,"[468, 482): 'Communications'",ORG,,,,,,,,,
2,dev,69,"[277, 284): 'Titanic'",PER,,,,,,,,,
2,dev,70,"[261, 277): 'Jewish West Bank'",MISC,,,,,,,,,
2,dev,70,"[378, 382): 'City'",ORG,,,,,,,,,
2,dev,70,"[751, 759): 'Ministry'",ORG,,,,,,,,,
2,dev,71,"[845, 851): 'Gaulle'",PER,,,,,,,,,
2,dev,71,"[1015, 1030): 'Christian Blanc'",MISC,,,,,,,,,
2,dev,71,"[1025, 1030): 'Blanc'",PER,,,,,,,,,
2,dev,71,"[179, 182): 'Air'",ORG,,,,,,,,,
2,dev,71,"[994, 997): 'Air'",ORG,,,,,,,,,
2,dev,71,"[312, 325): 'Saint-Bernard'",PER,,,,,,,,,
2,dev,72,"[452, 458): 'Public'",LOC,,,,,,,,,
2,dev,73,"[314, 320): 'Nicole'",ORG,,,,,,,,,
2,dev,73,"[11, 25): 'Missing German'",MISC,,,,,,,,,
2,dev,73,"[833, 839): 'Public'",LOC,,,,,,,,,
2,dev,74,"[428, 437): 'Hindustan'",LOC,,,,,,,,,
2,dev,74,"[231, 237): 'Nickel'",PER,,,,,,,,,
2,dev,74,"[428, 444): 'Hindustan Copper'",PER,,,,,,,,,
2,dev,74,"[555, 558): 'Tin'",PER,,,,,,,,,
2,dev,74,"[645, 654): 'Aluminium'",PER,,,,,,,,,
2,dev,74,"[460, 466): 'Nickel'",PER,,,,,,,,,
2,dev,74,"[428, 437): 'Hindustan'",PER,,,,,,,,,
2,dev,74,"[438, 444): 'Copper'",ORG,,,,,,,,,
2,dev,74,"[645, 654): 'Aluminium'",ORG,,,,,,,,,
2,dev,74,"[428, 437): 'Hindustan'",MISC,,,,,,,,,
2,dev,76,"[1457, 1477): 'Toronto Bond Traders'",ORG,,,,,,,,,
2,dev,76,"[1285, 1319): 'Chicago Purchasing Managers August'",MISC,,,,,,,,,
2,dev,76,"[1285, 1319): 'Chicago Purchasing Managers August'",ORG,,,,,,,,,
2,dev,76,"[426, 440): 'Securities Inc'",ORG,,,,,,,,,
2,dev,76,"[707, 717): 'Statistics'",ORG,,,,,,,,,
2,dev,76,"[718, 724): 'Canada'",LOC,,,,,,,,,
2,dev,77,"[269, 273): 'Data'",ORG,,,,,,,,,
2,dev,78,"[338, 345): 'Company'",PER,,,,,,,,,
2,dev,78,"[256, 294): 'Lead Underwriter Bear Stearns & Co Inc'",ORG,,,,,,,,,
2,dev,78,"[131, 135): 'HMGT'",ORG,,,,,,,,,
2,dev,78,"[111, 123): 'Nasdaq Stock'",MISC,,,,,,,,,
2,dev,78,"[338, 345): 'Company'",ORG,,,,,,,,,
2,dev,80,"[178, 191): 'Islamic Group'",LOC,,,,,,,,,
2,dev,81,"[1229, 1236): 'al-Aqsa'",MISC,,,,,,,,,
2,dev,81,"[1272, 1279): 'al-Aqsa'",MISC,,,,,,,,,
2,dev,81,"[358, 364): 'Hebrew'",ORG,,,,,,,,,
2,dev,82,"[526, 540): 'Michigan Corp.'",LOC,,,,,,,,,
2,dev,82,"[209, 219): 'Exempt-REV'",ORG,,,,,,,,,
2,dev,82,"[416, 422): 'ORDERS'",ORG,,,,,,,,,
2,dev,82,"[470, 474): 'L.O.'",LOC,,,,,,,,,
2,dev,82,"[153, 157): 'Bldg'",ORG,,,,,,,,,
2,dev,82,"[438, 446): 'Michigan'",LOC,,,,,,,,,
2,dev,82,"[447, 460): 'National Bank'",ORG,,,,,,,,,
2,dev,82,"[32, 36): 'Auth'",ORG,,,,,,,,,
2,dev,83,"[1718, 1726): 'Commerce'",PER,,,,,,,,,
2,dev,84,"[3567, 3575): 'Exchange'",ORG,,,,,,,,,
2,dev,84,"[11, 42): 'World Markets Overnight Summary'",ORG,,,,,,,,,
2,dev,84,"[273, 277): 'FTSE'",ORG,,,,,,,,,
2,dev,84,"[3743, 3747): 'FTSE'",ORG,,,,,,,,,
2,dev,85,"[838, 845): 'Eastern'",MISC,,,,,,,,,
2,dev,85,"[965, 972): 'Pirelli'",LOC,,,,,,,,,
2,dev,85,"[2492, 2503): 'Kong-listed'",MISC,,,,,,,,,
2,dev,85,"[2209, 2216): 'Pirelli'",PER,,,,,,,,,
2,dev,85,"[307, 317): 'Kong-based'",MISC,,,,,,,,,
2,dev,85,"[324, 329): 'CITIC'",ORG,,,,,,,,,
2,dev,85,"[330, 337): 'Pacific'",LOC,,,,,,,,,
2,dev,85,"[378, 394): 'Ling Company Ltd'",ORG,,,,,,,,,
2,dev,85,"[2209, 2216): 'Pirelli'",ORG,,,,,,,,,
2,dev,85,"[2462, 2467): 'CITIC'",ORG,,,,,,,,,
2,dev,85,"[2291, 2297): 'Cables'",ORG,,,,,,,,,
2,dev,85,"[302, 317): 'Hong Kong-based'",LOC,,,,,,,,,
2,dev,85,"[1299, 1306): 'Pirelli'",LOC,,,,,,,,,
2,dev,86,"[306, 309): 'FTO'",MISC,,,,,,,,,
2,dev,86,"[923, 926): 'FTO'",MISC,,,,,,,,,
2,dev,88,"[62, 71): 'THE HAGUE'",ORG,,,,,,,,,
2,dev,88,"[62, 65): 'THE'",ORG,,,,,,,,,
2,dev,88,"[232, 234): 'El'",ORG,,,,,,,,,
2,dev,88,"[811, 813): 'Al'",PER,,,,,,,,,
2,dev,89,"[597, 602): 'Azeri'",PER,,,,,,,,,
2,dev,89,"[336, 347): 'Azerbaijani'",LOC,,,,,,,,,
2,dev,90,"[11, 17): 'Sombre'",MISC,,,,,,,,,
2,dev,90,"[842, 849): 'Imagine'",MISC,,,,,,,,,
2,dev,90,"[1207, 1217): 'Ukrainians'",LOC,,,,,,,,,
2,dev,91,"[547, 562): 'Per Zetterquist'",ORG,,,,,,,,,
2,dev,91,"[427, 434): 'Network'",PER,,,,,,,,,
2,dev,91,"[38, 47): 'SKR China'",LOC,,,,,,,,,
2,dev,92,"[322, 339): 'South China coast'",LOC,,,,,,,,,
2,dev,93,"[1052, 1081): 'Kia Motor Corp of South Korea'",ORG,,,,,,,,,
2,dev,93,"[1025, 1030): 'Timor'",ORG,,,,,,,,,
2,dev,93,"[318, 324): 'KOMPAS'",PER,,,,,,,,,
2,dev,93,"[1343, 1350): 'Jakarta'",LOC,,,,,,,,,
2,dev,93,"[829, 854): 'National Liberation Front'",ORG,,,,,,,,,
2,dev,93,"[1351, 1365): 'District Court'",ORG,,,,,,,,,
2,dev,94,"[22, 26): 'Corp'",ORG,,,,,,,,,
2,dev,94,"[311, 320): 'Mate Corp'",ORG,,,,,,,,,
2,dev,94,"[316, 320): 'Corp'",ORG,,,,,,,,,
2,dev,95,"[16, 22): 'Yamada'",PER,,,,,,,,,
2,dev,96,"[328, 334): 'Yunnan'",PER,,,,,,,,,
2,dev,96,"[328, 334): 'Yunnan'",MISC,,,,,,,,,
2,dev,97,"[104, 117): 'Changi Prison'",PER,,,,,,,,,
2,dev,97,"[104, 110): 'Changi'",LOC,,,,,,,,,
2,dev,97,"[162, 178): 'Narcotics Bureau'",ORG,,,,,,,,,
2,dev,99,"[1058, 1069): 'Palestinian'",MISC,,,,,,,,,
2,dev,99,"[1070, 1093): 'Liberation Organisation'",ORG,,,,,,,,,
2,dev,99,"[1710, 1732): 'Burj al-Laqlaq Society'",MISC,,,,,,,,,
2,dev,99,"[304, 320): 'Palestinian U.N.'",ORG,,,,,,,,,
2,dev,99,"[1710, 1714): 'Burj'",ORG,,,,,,,,,
2,dev,99,"[991, 995): 'City'",LOC,,,,,,,,,
2,dev,100,"[800, 809): 'Deportivo'",PER,,,,,,,,,
2,dev,100,"[66, 68): 'LA'",ORG,,,,,,,,,
2,dev,100,"[415, 424): 'Deportivo'",ORG,,,,,,,,,
2,dev,101,"[36, 44): 'BRADFORD'",PER,,,,,,,,,
2,dev,101,"[173, 187): 'Bradford Bulls'",PER,,,,,,,,,
2,dev,102,"[72, 80): 'HERZLIYA'",ORG,,,,,,,,,
2,dev,103,"[673, 679): 'Eschen'",ORG,,,,,,,,,
2,dev,103,"[62, 68): 'ESCHEN'",ORG,,,,,,,,,
2,dev,104,"[74, 80): 'ESCHEN'",ORG,,,,,,,,,
2,dev,104,"[96, 104): 'Republic'",LOC,,,,,,,,,
2,dev,105,"[277, 284): 'Allenby'",LOC,,,,,,,,,
2,dev,105,"[746, 759): 'Phillip Price'",ORG,,,,,,,,,
2,dev,108,"[28, 39): 'NETHERLANDS'",LOC,,,,,,,,,
2,dev,108,"[1019, 1025): 'Skibby'",ORG,,,,,,,,,
2,dev,108,"[159, 163): 'Tour'",MISC,,,,,,,,,
2,dev,108,"[191, 199): 'Roermond'",PER,,,,,,,,,
2,dev,109,"[765, 773): 'pakistan'",LOC,,,,,,,,,
2,dev,110,"[303, 310): 'Clignet'",PER,,,,,,,,,
2,dev,110,"[2139, 2145): 'Marion'",ORG,,,,,,,,,
2,dev,110,"[2146, 2153): 'Clignet'",PER,,,,,,,,,
2,dev,110,"[701, 715): 'Mauro Trentino'",LOC,,,,,,,,,
2,dev,110,"[1654, 1668): 'Mauro Trentino'",LOC,,,,,,,,,
2,dev,110,"[787, 794): 'Nikolai'",LOC,,,,,,,,,
2,dev,110,"[795, 805): 'Kouznetsov'",PER,,,,,,,,,
2,dev,110,"[777, 785): 'Gritsoun'",PER,,,,,,,,,
2,dev,110,"[2173, 2178): 'World'",MISC,,,,,,,,,
2,dev,110,"[2139, 2153): 'Marion Clignet'",ORG,,,,,,,,,
2,dev,111,"[217, 223): 'Surrey'",LOC,,,,,,,,,
2,dev,112,"[746, 752): 'Sierra'",ORG,,,,,,,,,
2,dev,112,"[980, 989): 'Cleveland'",LOC,,,,,,,,,
2,dev,112,"[3270, 3281): 'Buddy Groom'",ORG,,,,,,,,,
2,dev,112,"[730, 733): 'RBI'",ORG,,,,,,,,,
2,dev,112,"[4280, 4289): 'Milwaukee'",LOC,,,,,,,,,
2,dev,112,"[2973, 2980): 'Chicago'",ORG,,,,,,,,,
2,dev,112,"[3804, 3807): 'ERA'",ORG,,,,,,,,,
2,dev,112,"[59, 66): 'INDIANS'",MISC,,,,,,,,,
2,dev,112,"[294, 298): 'Ogea'",PER,,,,,,,,,
2,dev,112,"[1702, 1705): 'New'",ORG,,,,,,,,,
2,dev,112,"[1706, 1710): 'York'",LOC,,,,,,,,,
2,dev,112,"[2842, 2847): 'Robin'",PER,,,,,,,,,
2,dev,112,"[1426, 1441): 'American League'",MISC,,,,,,,,,
2,dev,112,"[1442, 1449): 'Central'",ORG,,,,,,,,,
2,dev,112,"[2274, 2284): 'Incaviglia'",LOC,,,,,,,,,
2,dev,113,"[729, 735): 'Surrey'",LOC,,,,,,,,,
2,dev,113,"[932, 938): 'Surrey'",LOC,,,,,,,,,
2,dev,115,"[294, 299): 'Wasps'",PER,,,,,,,,,
2,dev,115,"[568, 578): 'Watsonians'",PER,,,,,,,,,
2,dev,115,"[159, 174): 'National League'",MISC,,,,,,,,,
2,dev,115,"[249, 253): 'West'",LOC,,,,,,,,,
2,dev,115,"[46, 51): 'WELSH'",PER,,,,,,,,,
2,dev,115,"[112, 117): 'Welsh'",PER,,,,,,,,,
2,dev,115,"[568, 578): 'Watsonians'",MISC,,,,,,,,,
2,dev,117,"[19, 26): 'UKRAINE'",ORG,,,,,,,,,
2,dev,117,"[32, 40): 'NORTHERN'",LOC,,,,,,,,,
2,dev,118,"[96, 103): 'Wallaby'",PER,,,,,,,,,
2,dev,118,"[666, 679): 'Kyran Bracken'",LOC,,,,,,,,,
2,dev,118,"[839, 849): 'Gloucester'",PER,,,,,,,,,
2,dev,118,"[588, 594): 'Lynagh'",LOC,,,,,,,,,
2,dev,118,"[386, 394): 'Saracens'",LOC,,,,,,,,,
2,dev,118,"[24, 30): 'LYNAGH'",LOC,,,,,,,,,
2,dev,118,"[1155, 1161): 'Orrell'",LOC,,,,,,,,,
2,dev,118,"[386, 394): 'Saracens'",PER,,,,,,,,,
2,dev,118,"[588, 594): 'Lynagh'",ORG,,,,,,,,,
2,dev,119,"[484, 489): 'Queen'",ORG,,,,,,,,,
2,dev,119,"[484, 492): 'Queen of'",ORG,,,,,,,,,
2,dev,119,"[871, 880): 'Inverness'",ORG,,,,,,,,,
2,dev,121,"[295, 303): 'Queen of'",ORG,,,,,,,,,
2,dev,121,"[451, 460): 'Inverness'",ORG,,,,,,,,,
